genres,popularity,vote_average,spoken_languages
Documentary,1.129757,7.1,
Action,5.135262,5.4,English
"Drama, Thriller",2.770409,6.6,Nederlands
"Comedy, Drama, Foreign",0.971024,4.6,हिन्दी
"Crime, Drama, Foreign",2.053626,6.7,हिन्दी
"Crime, Drama, Foreign",1.108501,7.5,"English, हिन्दी, اردو"
"Drama, Thriller, Science Fiction",0.592997,0.0,English
"Drama, Action, Foreign",1.948841,6.7,한국어/조선말
"Comedy, Drama, Family",0.266798,5.8,English
Romance,0.383008,0.0,普通话
"Drama, Thriller",5.975657,5.1,English
"Comedy, Romance",2.795768,8.1,Pусский
"Horror, Animation",0.29283,7.9,English
"Crime, Comedy",1.567803,7.6,Pусский
"Comedy, Adventure",2.739771,5.8,Français
"Action, Drama, Adventure, Thriller",11.153781,5.2,"English, Français"
"Horror, Thriller",0.451724,4.7,
"Drama, Family",0.162924,0.0,English
"Mystery, Thriller",4.982627,5.6,English
"Drama, Foreign",0.110295,5.0,"Italiano, Español"
Documentary,0.00425,0.0,English
Documentary,0.126686,6.2,English
Drama,0.35936,6.4,Pусский
"Drama, Action, Crime, Foreign",0.721771,6.5,Pусский
"Action, Comedy, Drama, Family",0.630423,4.0,Français
"Horror, Thriller",1.156922,3.8,English
Comedy,1.650458,5.7,
Comedy,0.159193,6.5,English
"Action, Adventure, Science Fiction, Thriller",2.036393,4.9,"English, Italiano"
"Drama, War",0.223814,7.0,English
"Drama, Comedy",1.690373,5.4,English
"Comedy, Drama, Romance",2.058966,7.6,"हिन्दी, اردو"
"Thriller, Comedy, Drama, Romance, Science Fiction",11.223033,6.7,"English, Français"
"Crime, Drama, Thriller",2.873763,5.6,English
Action,0.000308,4.5,English
"Comedy, Drama",1.457375,6.0,עִבְרִית
"Drama, Comedy",2.159836,7.7,Español
Horror,12.020933,5.2,English
"Action, Drama, Horror, War",1.026093,4.8,"广州话 / 廣州話, Dansk, 日本語, 普通话"
Thriller,0.107642,4.8,Italiano
Comedy,0.126048,7.0,English
"Action, Comedy, Crime",6.90658,5.4,"Español, English"
Drama,0.040541,5.0,English
"Romance, Thriller, Western",10.132064,6.6,"English, Türkçe"
Drama,1.270481,6.3,"Nederlands, Français"
Science Fiction,1.919806,4.7,"Pусский, English"
"Family, Documentary",0.431374,5.8,English
"Comedy, Horror, Thriller",1.464656,5.8,English
Action,0.421018,0.0,English
Documentary,0.180741,7.1,English
"Family, Comedy, Crime, Drama",0.025143,0.0,English
"Comedy, Documentary",0.48109,5.5,
"Comedy, Horror, Romance",1.14151,5.7,"Português, English"
"Thriller, Horror",0.782992,5.2,English
"Thriller, Drama, Action",1.223689,5.5,
"TV Movie, Action, Adventure",0.219265,4.5,English
"Action, Adventure, Horror, Thriller",9.336019,5.0,English
"Comedy, Documentary",0.092631,6.0,
"Fantasy, Thriller, Science Fiction",1.795246,1.6,English
Drama,1.108379,7.0,English
"Documentary, History",0.375835,7.0,"Magyar, Italiano, English"
Documentary,0.04353,5.0,
Drama,0.10547,8.0,English
Documentary,0.277736,6.9,English
"Drama, Music",0.765831,5.4,English
Drama,0.343031,5.4,العربية
Documentary,0.383368,7.0,English
"Adventure, Action, Comedy",11.009871,5.5,English
"Thriller, Action",10.199449,5.9,English
"Romance, Comedy, Drama",1.694798,5.5,English
"Drama, History",1.731591,7.3,", Eesti, Pусский"
Comedy,2.298897,5.6,Italiano
"Drama, Action, Romance",0.323301,3.5,English
Comedy,0.114527,7.5,Magyar
Drama,2.057347,6.9,Français
"Documentary, Music",0.266212,7.1,English
"Documentary, Music",1.740687,6.3,English
"Music, Fantasy, Comedy",0.031002,5.0,English
Drama,0.393975,5.5,"shqip, English, ελληνικά"
"Science Fiction, Animation, Fantasy",1.817657,6.6,日本語
"Drama, TV Movie",1.9057,6.2,Français
"Drama, History",4.735656,6.6,Italiano
Comedy,0.492555,6.0,
"Adventure, Crime, Mystery, Romance, Thriller",0.202059,5.9,English
"Action, Thriller",0.412039,6.0,English
"Action, Thriller",0.371059,6.5,English
"Mystery, Thriller",0.104121,6.0,English
Action,1.033969,4.8,English
"Action, Crime, Mystery, Thriller",0.161802,6.8,English
"Mystery, Adventure",0.354936,5.8,English
"Action, Thriller, Science Fiction",7.576182,2.4,English
Documentary,4.615203,6.8,"English, Deutsch"
"Comedy, Drama, Thriller",0.924931,5.3,"हिन्दी, English"
Drama,0.444682,4.0,日本語
"Comedy, Romance",0.802403,6.5,English
"Action, Western",1.53743,4.1,"English, Français"
Drama,0.617142,3.0,"English, Deutsch"
"Horror, Mystery, Thriller",0.432661,5.4,English
Family,0.955169,6.0,English
"Action, Drama, Thriller",0.119012,3.0,English
Drama,0.400912,0.0,English
"Comedy, Drama, Family, Fantasy",1.203718,5.1,English
Horror,0.369025,5.3,"Deutsch, English"
"Romance, Comedy",1.54267,5.3,English
Comedy,0.478898,6.0,English
"Comedy, Romance",0.785591,5.0,English
Drama,0.619388,0.0,日本語
"Romance, Comedy, Music",0.060995,5.0,English
"Romance, Drama, Comedy",0.222519,7.6,Pусский
"Drama, Horror, Thriller, Mystery",6.941034,5.5,English
"Drama, Romance",0.983058,9.0,普通话
Animation,0.702008,7.9,"Dansk, 普通话"
"Comedy, Romance",6.852262,6.9,"Français, English"
Documentary,0.932758,6.4,
"Drama, Fantasy, Horror",0.824586,3.1,English
"Adventure, Action, Drama",1.086509,4.4,"English, Italiano"
"Drama, Thriller, Action, Crime",2.242706,5.9,Français
"Drama, Thriller",0.842237,4.1,English
"Drama, Romance",0.732219,5.5,Pусский
"Romance, Comedy, Drama",6.532578,6.9,Pусский
"Drama, History, War",0.001393,5.3,Pусский
Drama,0.289674,7.1,Pусский
"Comedy, Western",0.975488,5.3,Italiano
Western,0.133246,0.0,Italiano
"Action, Science Fiction",1.511242,2.5,English
"Drama, War",0.275895,4.8,Pусский
"Romance, Drama",0.345099,7.3,Pусский
"Romance, Drama",0.277136,8.3,Pусский
Drama,0.525573,6.5,Pусский
"Romance, Comedy",0.006777,5.4,Pусский
Drama,0.000844,6.3,Pусский
"Romance, Comedy",2.094777,7.0,Pусский
"Romance, Comedy, Drama",1.451998,5.4,"ქართული, Pусский"
"Drama, Comedy, Romance",0.950216,4.3,Pусский
"Documentary, History, War",1.307804,7.1,"Deutsch, Pусский"
"Comedy, Drama, Mystery",2.250715,6.1,Pусский
"Animation, Drama",0.921068,6.6,Pусский
"Animation, Drama",0.020853,6.8,Pусский
Drama,0.975857,6.2,Pусский
Drama,0.485794,4.0,English
"Drama, Comedy",0.562568,4.0,"English, Pусский"
Drama,0.803834,4.3,Pусский
"Comedy, Action",0.293125,0.0,English
Drama,0.423981,7.8,
"TV Movie, Action, Science Fiction",4.260681,3.5,"English, Deutsch, Italiano"
"Mystery, Thriller",0.708736,6.8,English
"Adventure, Science Fiction, TV Movie",1.212575,2.8,English
"Horror, Science Fiction",3.530313,4.0,"English, Italiano"
"Thriller, Crime, Drama",3.602005,5.1,English
Documentary,0.05148,6.0,English
"Drama, Adventure, Science Fiction",25.62993,7.6,"English, 普通话"
"Adventure, Family",1.671169,5.5,"Italiano, English"
"Horror, Drama, Thriller",0.447702,5.3,"English, Italiano"
Documentary,1.403263,7.7,English
"Drama, Thriller",5.814583,5.0,English
"Drama, Foreign",0.627889,6.5,"தமிழ், తెలుగు"
"Action, Horror, Science Fiction",6.924892,4.0,English
"Horror, Science Fiction",0.001586,3.7,English
Documentary,0.171424,6.3,English
Documentary,0.083801,7.5,"English, Français, Português, svenska"
"Action, Comedy, Science Fiction, Fantasy",7.741143,7.6,"English, Deutsch, svenska"
Drama,1.740147,6.4,English
"Documentary, War",0.043642,5.0,
Drama,1.311524,5.3,??????
"Action, Drama, Thriller",1.478116,6.4,हिन्दी
"Crime, Mystery, Thriller",1.493061,6.8,हिन्दी
"Thriller, Action, Romance",1.971482,5.8,हिन्दी
"Drama, Romance",0.335052,6.0,"Français, Deutsch"
"Action, Crime, Thriller",0.586025,0.0,Italiano
"Drama, Foreign, Romance",0.300227,0.0,Italiano
"Action, Adventure, Crime, Science Fiction, Thriller",0.887984,0.0,
Documentary,0.105521,6.5,
"Action, Crime, Thriller",10.154079,6.7,한국어/조선말
Thriller,0.549801,7.3,English
"Romance, Drama",0.78738,7.5,English
"Action, Drama, Foreign, History",1.157489,6.3,日本語
"Drama, Thriller",1.133413,7.8,"English, Polski"
"Comedy, Drama",8.717661,6.7,"Deutsch, Español, English"
Music,0.634649,7.5,English
Drama,1.038506,8.0,English
Drama,0.848466,0.0,English
Drama,0.589774,6.0,English
"Action, Comedy",0.175323,5.0,English
"Drama, Comedy, Romance, Foreign",1.710257,6.8,हिन्दी
"Action, Drama, Foreign",0.627427,5.8,"اردو, Deutsch, हिन्दी"
"Action, Drama, Foreign, Romance, War",1.608795,6.7,"English, हिन्दी"
"Drama, Foreign",0.641487,6.5,हिन्दी
"Crime, Drama, Romance, Foreign",3.732919,6.1,
"Drama, Romance",0.709452,7.1,"हिन्दी, தமிழ்"
Drama,1.640446,6.5,Magyar
Documentary,0.270879,8.3,English
Thriller,15.033568,5.4,English
Documentary,5.352415,5.9,English
Comedy,0.767747,6.2,"Deutsch, Pусский"
"Comedy, Drama, Fantasy",1.247706,7.8,Pусский
"Music, Comedy",0.00118,0.0,English
"Comedy, Crime",0.320671,5.8,suomi
"Action, War",1.169267,5.4,
"Crime, Thriller",0.66989,5.0,English
Thriller,0.511308,6.5,English
"Thriller, Mystery, Horror, Crime",0.521388,4.3,
"Thriller, Action",0.416609,5.3,"English, Español"
Comedy,0.374677,5.0,English
"Action, Comedy",0.013577,5.0,English
Drama,2.052797,0.0,English
Horror,0.57948,6.2,English
Comedy,0.670659,4.8,
Horror,0.709955,5.0,"Deutsch, English"
Drama,0.038478,5.0,English
Drama,0.154078,3.3,English
Comedy,8.544678,7.0,"Magyar, Italiano"
Comedy,0.204481,4.5,Español
"Comedy, Horror, Thriller",1.629677,6.3,हिन्दी
"Drama, Action, Thriller, Foreign",0.798869,6.0,हिन्दी
"Comedy, Drama, Romance",0.969653,6.0,हिन्दी
"Action, Foreign, History",1.740518,6.5,हिन्दी
"Drama, Mystery, Thriller",1.494675,5.5,English
"Action, Drama, Romance",1.033872,4.6,"हिन्दी, English"
"Action, Drama, Thriller",1.394925,6.5,हिन्दी
"Fantasy, Horror",1.128292,4.1,English
"Drama, Romance, TV Movie",0.929781,5.9,English
Horror,0.674552,4.6,English
"Fantasy, Drama, Comedy, Science Fiction, Foreign",0.417121,4.0,日本語
"Action, Comedy, Crime",13.257467,6.9,"Deutsch, English, Français, Italiano"
"Drama, Romance",1.932287,6.3,日本語
"Drama, Thriller",0.752893,4.9,English
"Fantasy, Family",0.650763,5.0,"English, Français"
"Drama, Comedy",8.762445,6.6,Español
Drama,0.706014,7.5,"Français, Український, English"
Documentary,0.092029,4.0,"English, ქართული"
Drama,3.439043,7.3,Deutsch
Drama,0.123257,10.0,Deutsch
"Thriller, Crime, Drama",1e-06,4.3,Magyar
Western,0.908823,6.0,English
Comedy,17.310647,5.9,English
Comedy,0.014963,0.0,English
"Crime, Thriller",1.537562,5.0,English
Thriller,0.667285,4.1,English
Comedy,0.960562,5.4,Italiano
Comedy,2.892796,5.4,Italiano
Comedy,0.725035,5.5,Italiano
"Fantasy, Comedy",0.003977,5.7,Italiano
Comedy,1.447592,6.5,Italiano
Comedy,0.1719,4.6,Italiano
Comedy,0.208569,4.5,Italiano
Comedy,4.369253,5.9,Italiano
Comedy,1.561117,5.7,Italiano
Comedy,3.000716,6.4,Italiano
"Comedy, Romance",0.033991,5.6,
Comedy,0.447565,5.0,
Comedy,0.417172,4.5,"Magyar, Italiano"
"Comedy, Drama",0.207749,4.5,Italiano
Comedy,0.050698,5.0,Italiano
Horror,0.029194,4.8,English
"Thriller, Horror",0.10801,4.0,English
"Comedy, Horror",1.392022,6.8,"English, Deutsch"
"Drama, War",0.580717,6.4,Français
Drama,0.115377,5.0,English
Horror,1.988945,4.7,Français
"Comedy, Horror",0.042826,4.1,English
"Comedy, Crime, Family",0.626222,3.0,English
"Adventure, Crime, Drama",7.798806,6.1,English
"Horror, Science Fiction",5.552958,5.1,English
"Drama, Comedy",3.631321,7.1,Español
Drama,2.221013,7.3,Português
Documentary,0.519473,7.0,English
"Animation, Adventure",0.148602,1.0,普通话
"Drama, Comedy, Romance",8.451297,5.2,"Pусский, English"
"Animation, Comedy, Science Fiction, Romance",0.423425,5.5,Deutsch
"Drama, Romance",1.051944,5.7,English
"Drama, Thriller",0.193391,4.5,Hrvatski
"Drama, War",1.78856,6.2,"Bosanski, Hrvatski, English, Deutsch, Italiano, Srpski"
"Drama, Romance",0.574687,7.0,
Drama,2.051933,7.2,Italiano
Drama,0.259315,6.0,Italiano
Comedy,4.221003,6.5,Italiano
"Romance, Crime, Comedy",2.572216,6.2,Italiano
Comedy,1.831639,5.6,
Comedy,5.52971,6.6,Italiano
Comedy,3.793012,6.3,Italiano
"Comedy, Romance",6.592284,5.5,"English, Pусский"
Comedy,7.032964,5.8,English
"Documentary, Comedy",0.182584,4.5,Italiano
"Romance, Comedy, Crime",7.791341,7.4,Italiano
"Drama, Action",0.574732,4.3,English
Drama,2.511322,6.6,Español
Documentary,0.164883,5.5,English
"Comedy, Documentary",0.819352,6.5,English
Drama,0.918151,8.0,עִבְרִית
Drama,6.743182,5.5,English
Documentary,0.711024,9.3,English
Documentary,1.242084,9.0,English
Action,0.714608,7.6,हिन्दी
Drama,0.071578,5.0,
"Action, Crime, Drama",1.420004,5.4,English
"Documentary, Music",0.373309,5.1,English
Documentary,1.835973,7.0,English
Drama,1.794501,6.5,"Český, Français"
Comedy,0.142296,7.1,Eesti
Animation,0.04958,6.5,Eesti
"Adventure, History, Romance",0.812546,6.8,Eesti
"Comedy, Documentary, Animation",0.363928,7.0,
Animation,1.138122,6.5,No Language
"Animation, Family",0.099939,5.3,Pусский
Animation,0.084604,5.5,"Français, Deutsch"
"TV Movie, Action, Western",2.645295,4.8,English
"Adventure, Family",0.136951,9.0,Eesti
"Action, Science Fiction, War",0.537919,4.9,"English, Deutsch"
"Foreign, Family",0.412313,9.0,Nederlands
Drama,0.221895,5.8,Eesti
"Music, Comedy, Family",0.988834,5.8,Norsk
"Drama, Romance",0.655674,6.5,Eesti
"Family, Comedy, Fantasy",0.116183,5.2,Eesti
"Family, Fantasy",0.166355,4.5,Český
Thriller,0.578396,6.5,Eesti
Action,4.096897,4.3,English
"Family, Comedy, Drama, Music",1.020805,5.6,Deutsch
Comedy,0.347375,5.2,"English, Français, עִבְרִית"
"Comedy, Science Fiction",3.793346,6.5,"Dansk, Français, English"
"Drama, Romance, Thriller",0.857733,5.5,Français
Thriller,1.219246,4.8,English
"Family, Fantasy",0.268079,6.6,English
"Action, Adventure, Drama",0.025136,0.0,English
"Adventure, Family",2.56817,4.9,English
"Documentary, Drama, Comedy",4.440102,6.8,فارسی
"Action, Western, Romance",0.559199,4.8,English
Comedy,0.411159,0.0,English
Comedy,0.121015,0.0,
"Drama, Comedy",0.058551,4.0,English
"Comedy, Romance",1.242629,5.5,
Drama,0.181335,6.0,български език
"Drama, Crime, Thriller",1.305476,6.0,Deutsch
Comedy,4.272554,6.9,English
Comedy,1.142292,6.6,English
Comedy,1.456319,6.2,English
"Comedy, Documentary",0.401567,7.0,English
Documentary,0.995184,6.9,English
"Drama, Crime, Thriller, Mystery",0.660248,6.5,English
"Science Fiction, Thriller",0.701096,5.4,English
Adventure,0.627079,0.0,English
"Comedy, Romance",0.26938,4.1,English
"Drama, Crime, Mystery, Thriller",0.150857,7.5,日本語
"Romance, Drama, Thriller, Crime, Mystery",2.350984,5.7,English
"Mystery, Thriller",1.551225,5.8,"Deutsch, English"
"Adventure, Animation",1.901101,7.7,No Language
"Comedy, Drama",0.152165,8.3,English
Western,1.02282,7.5,"English, Deutsch"
"Drama, War",0.919012,6.3,Polski
Crime,0.5104,5.5,English
Drama,0.515831,2.2,English
"Crime, Drama, Adventure",0.001966,0.0,English
"Action, Drama, Adventure",5.462048,5.9,"English, 普通话"
"Drama, Romance",4.856861,7.2,हिन्दी
"Drama, Comedy, Romance",1.838865,6.5,"हिन्दी, English"
"Comedy, Drama, Romance",2.045046,6.1,हिन्दी
Comedy,14.013413,6.2,English
"Adventure, Music, Mystery, Thriller",2.58432,6.5,English
"Drama, Foreign",0.151684,6.5,
"Romance, Drama, Comedy",0.206258,5.5,
"Action, Comedy",0.9854,10.0,English
Documentary,1.464736,8.0,"العربية, English"
"Romance, Comedy",0.518286,7.0,English
Drama,0.27894,5.8,Nederlands
"Thriller, Comedy",8.32982,4.8,English
"TV Movie, Drama",0.459386,6.4,Deutsch
"Horror, Thriller",1.068124,6.1,English
Comedy,1.771705,4.8,English
Drama,0.639326,7.5,Nederlands
"Thriller, Horror, Fantasy",1.74499,6.1,Deutsch
Comedy,1.02066,5.3,हिन्दी
Animation,0.394192,7.4,
Comedy,1.491024,6.4,English
"Comedy, Drama",1.600198,6.8,Français
Drama,5.3991,5.8,English
Drama,0.573122,6.0,Türkçe
"Comedy, Adventure",1.057541,5.0,English
"Comedy, Horror",1.700237,3.3,
Comedy,4.407922,7.7,English
"Science Fiction, Adventure, Action",0.019442,0.0,日本語
"Music, Documentary",0.694321,3.8,English
"Science Fiction, Horror",1.206502,5.9,"English, Deutsch"
"Adventure, Drama, Thriller",0.461692,4.8,English
Comedy,2.801721,5.7,Español
Animation,1.988946,8.3,English
Drama,9.383088,5.9,English
"Drama, Comedy, Animation, Family",23.985587,7.9,English
Drama,2.20851,5.5,"English, Türkçe"
Documentary,5.416273,6.7,English
Comedy,0.983642,7.2,English
"Action, Adventure, Comedy",1.268232,4.7,Italiano
Documentary,0.278398,5.0,"English, Español, "
"Mystery, Drama, Thriller",2.620891,6.5,English
"Drama, Action, Crime",0.488615,3.9,English
"Action, Drama, Thriller",0.464565,6.0,English
"Music, Drama, Documentary, Crime",3.539209,7.0,English
Drama,10.444048,7.3,English
"Animation, Science Fiction, Thriller",1.487018,6.8,"Português, Srpski"
Comedy,1.382398,6.5,Italiano
Comedy,1.020488,3.6,
Crime,0.000176,0.0,Italiano
"Comedy, Western",3e-06,0.0,Italiano
Western,0.043125,0.0,Italiano
"Horror, Thriller",4.076001,4.9,English
"Drama, History",9.266214,6.9,English
Drama,0.492103,5.0,English
Documentary,0.202767,7.6,"English, Français"
"Documentary, Drama, History",0.007063,0.0,
"Documentary, Music",0.040008,6.0,
Documentary,0.252797,6.0,English
"Drama, Comedy",0.112749,6.5,
"Comedy, Music",1.233222,7.0,English
Documentary,0.126466,6.7,English
"Drama, Comedy, Foreign",0.612184,5.0,Dansk
Documentary,0.035766,0.0,
Documentary,0.048983,4.0,English
Documentary,0.004707,0.0,English
Comedy,0.138263,5.0,English
Comedy,1.073156,5.7,Italiano
"History, Drama",0.596011,6.6,Italiano
Comedy,1.11611,7.1,Italiano
"Drama, Comedy",0.000864,0.0,Italiano
Comedy,0.294364,6.0,Italiano
Documentary,0.084939,4.5,
"Comedy, Adventure, Fantasy",0.235106,7.3,
Comedy,0.437836,0.0,Italiano
Drama,1.073023,6.7,Italiano
"Comedy, Documentary, Music",0.12663,7.0,English
"Comedy, Drama, Fantasy, Horror",0.914338,6.2,
Comedy,0.595003,6.0,Italiano
Comedy,0.405292,6.0,Italiano
Documentary,1.030773,6.9,English
Music,0.360934,5.5,
Drama,0.588734,6.0,Español
"Fantasy, Comedy, Drama",0.07594,9.0,"Nederlands, Français, Italiano"
Comedy,0.443395,7.8,"Italiano, Español"
"Comedy, Romance",0.093616,6.0,"English, Italiano"
Comedy,0.108328,6.0,Italiano
"Documentary, Foreign",0.077653,7.5,Español
Comedy,0.009692,0.0,
Comedy,0.920408,7.7,Italiano
Comedy,0.984315,4.9,Italiano
"Drama, Documentary, Romance, Family",0.24747,6.0,English
"Documentary, History",0.083594,6.5,English
"Action, Drama, Foreign",0.826244,6.6,ελληνικά
"Documentary, Drama, Music, Romance",1e-06,5.8,English
"Drama, Romance",0.317656,6.8,English
"Action, Thriller",3.887331,6.0,Pусский
Action,3.094354,4.3,English
"Action, Comedy, Science Fiction",21.14796,5.6,English
"Drama, Thriller, Comedy",4.159516,6.0,Français
Drama,0.056341,5.0,ελληνικά
"Action, Thriller, Crime, Documentary",0.556092,6.2,English
"Comedy, Romance",3.521953,5.5,English
"Drama, Comedy",1.088397,6.0,English
"Comedy, Horror",0.370349,5.3,English
"Crime, Adventure",0.36391,5.0,English
Comedy,1.159291,5.4,English
Drama,1.470692,7.5,English
Drama,0.183618,6.7,English
"Drama, Romance",0.804439,6.0,"English, Français"
